"","Factor 1","Factor 2","Factor 3","Factor 4"
"TPTE2",-1.78602510914061e-06,-2.94811216008384e-05,4.27108261646936e-06,9.94673791865353e-06
"PCNX",-1.2353467354842e-05,-6.19835236648214e-06,7.87395038059913e-06,5.69758458368597e-06
"TJP1",6.22478546574712e-06,2.89824043875342e-07,1.8188306967204e-06,-2.32264983424102e-06
"FCGBP",-1.25047672554501e-05,-4.37490380136296e-05,1.45504063766566e-05,-4.82112181998673e-06
"PCDHGA2",1.6676484619893e-06,8.25986990093952e-06,3.16387513521477e-06,4.38113511336269e-06
"MLL3",-6.58182989354827e-06,-8.58635939948726e-06,2.55854911301867e-06,2.08538540391601e-06
"ZNF618",-2.83142617263366e-06,-5.92204560234677e-06,-9.16408862394746e-06,-1.43521629070165e-06
"LRRC7",3.25647852150723e-06,4.88894374939264e-06,-1.01132018244243e-05,3.12627935272758e-06
"PDE4DIP",-5.22048594575608e-06,-1.86124671017751e-05,-6.94207346896292e-06,4.18879335484235e-06
"CACNA1E",-5.5706650528009e-06,-2.18797504203394e-05,-1.3333448123376e-06,1.74378656083718e-05
"PTPRC",-6.50203992336174e-06,1.04920673038578e-05,7.155419098126e-06,-1.05926460491901e-06
"RAB3GAP2",3.37664937433146e-06,1.15146849566372e-06,6.34001537491713e-07,4.55161125501036e-06
"NAV2",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"VWF",2.80224548987462e-06,1.28082119772444e-05,-7.10366975908983e-06,3.56768214260228e-06
"DNAH10",7.42493102734443e-06,4.15452041124809e-06,-1.10116097857826e-05,1.58907312197698e-07
"POTEF",-4.26318274548976e-06,1.19342121251975e-05,2.29358556680381e-06,-3.09054280478449e-06
"FLNB",8.95495213626418e-06,1.43015322464635e-05,-2.0187198970234e-06,8.77127058629412e-06
"PHLDB2",-4.14076822607967e-07,2.14727810998738e-06,-1.04531372926431e-05,-2.97305086860433e-06
"FAM83B",-6.89875878379098e-06,-2.86262752524635e-06,4.62436128145782e-06,1.69425902640796e-06
"HUWE1",-1.30322109725967e-06,-1.29717254822026e-05,-1.07709320218419e-05,9.05903629888627e-10
"OGT",5.08705079482752e-06,-8.2752512753359e-06,-1.84618011189741e-06,1.39982912514824e-05
"OR52M1",-8.1443322414998e-06,5.41941972187487e-06,-2.40368535742164e-07,3.84001623388031e-06
"LILRA6",-1.09410248114727e-05,-2.76893706541159e-06,-1.16972805699334e-05,-7.87812132330146e-06
"ATP9A",-8.31271700008074e-06,-8.84245855559129e-06,2.44457828557643e-06,1.2315729236434e-06
"CASR",-1.0284152267559e-05,-1.51878339238465e-05,4.87595389131457e-06,-1.03971233329503e-05
"COL6A6",-4.71564680992742e-06,-3.35083342406506e-07,-8.89503644430079e-06,-4.44970783064491e-06
"EGF",-1.36570611175557e-06,1.19445012387587e-05,-2.86872418655548e-05,-5.52455367142102e-06
"NOX3",-4.71564680992742e-06,-3.35083342406506e-07,-8.89503644430079e-06,-4.44970783064491e-06
"CYP3A5",-1.16035889732302e-05,-7.58110263632261e-06,1.81738050741842e-06,3.55974691501615e-07
"NOS3",-2.65260018750269e-06,-1.09219172372832e-06,-2.54092378781934e-06,-6.2887993408367e-06
"PCDH19",-3.44766340276692e-05,-4.88725345348939e-06,-1.00683737400686e-05,5.49393280380173e-06
"KSR2",-7.42233942219173e-06,-4.03965168516152e-05,-3.95291635868489e-06,1.82614894583821e-05
"IDH2",2.39360397245036e-05,0.000170331375556998,-7.09839077899233e-05,-3.39719541386785e-08
"SELE",-1.10676558051637e-06,-2.14731044252403e-05,-1.02952444649418e-05,3.06972651742399e-06
"SI",-2.10242542380001e-05,-2.18440327444114e-05,-1.79821599886054e-05,2.61018976743799e-05
"FSTL5",9.83646168606356e-06,-3.04658879031194e-05,-3.97199146391358e-05,-8.29409509606194e-06
"PSD3",4.46931062469957e-06,5.57128714717692e-06,-1.70663097378565e-05,6.40410235064337e-06
"KCNU1",7.48726165511471e-07,-2.04986690732767e-06,-2.6110692488146e-05,-4.38152073911624e-06
"NUP210L",-1.07604146251106e-05,-7.37950585971703e-06,-3.40993574354798e-05,-1.14521990326466e-05
"SIPA1L2",-1.45429739859537e-05,-1.62226715474389e-05,-1.47060939070798e-06,2.25316807700437e-06
"LTBP2",-2.83310737358988e-06,-1.70439561770763e-05,-1.56368641910376e-05,-7.84619896876393e-06
"RLTPR",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"ANGPT4",3.25647852150723e-06,4.88894374939264e-06,-1.01132018244243e-05,3.12627935272758e-06
"ADAMTS19",-5.10423797095427e-06,-1.08510848804144e-05,-2.43294039137254e-06,-3.97514349970152e-06
"RFX6",-2.27793680096511e-06,-4.23042320107925e-06,-5.66613061891985e-06,2.02214536670908e-07
"PIK3CG",2.94134952127934e-06,-4.78936362924287e-06,-1.22299989016028e-05,-8.10695473774103e-06
"TMC1",1.95968164007354e-06,1.01732457551407e-05,-5.23194012203021e-06,4.20098695030902e-06
"COL5A1",-5.79596508032409e-06,-1.186778263218e-05,-5.21550373377977e-06,-3.2327106964658e-06
"ACRC",-1.99881151274894e-06,-3.50039783825196e-07,-1.9072958821198e-05,7.35823550712666e-06
"COL4A6",4.47612592324731e-06,1.03645188573864e-05,-1.31431206682464e-05,-3.54654957845923e-07
"KIAA1217",6.86156090523582e-06,2.11033402592875e-05,-1.78457394213183e-05,-4.01885108658462e-06
"TRPM1",4.1468315430393e-06,1.90633581951261e-05,-1.14231761472183e-05,5.26879205153818e-07
"ENAM",-8.62876731844153e-06,2.16331536648795e-05,-1.58259899762925e-05,-1.17344397949637e-05
"FAT1",5.83458313485608e-06,7.69334565120516e-06,-7.35597586754011e-06,4.05206492359866e-07
"PLEC",-4.09225549447001e-06,-4.78504534839885e-06,-2.09887166420231e-05,-1.50220539580914e-05
"CSMD2",-6.84064116285299e-06,7.1740641942597e-06,1.51126994296646e-06,-2.30304658543901e-06
"COL12A1",2.66969300355413e-06,-6.79352206134354e-06,5.32955482412945e-06,2.55734153142839e-06
"FAT4",-6.30128124612384e-06,1.12596744656912e-05,9.10890048544388e-06,5.42978159501217e-06
"MTOR",7.07947401679121e-06,-2.08118490263587e-06,-2.61457098531537e-05,-1.51292124428437e-06
"ADAM30",2.54012661571323e-06,-3.97153280573548e-06,3.70773773283872e-06,4.69964061267092e-06
"FLG",-3.83863516617566e-05,-9.4935512606753e-07,-1.37722190629574e-05,2.60578999586869e-05
"LOC647288",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"CLCN7",7.36029278414208e-07,6.35090327705257e-06,2.13198759979605e-07,-3.42890939464269e-06
"ABCA10",1.30086903027404e-06,-7.9099982031039e-06,9.98186806100421e-06,-2.07493712878204e-06
"FBLN2",6.22325273980096e-07,1.96617311303271e-05,-3.03997580886062e-06,-3.49741299032758e-06
"SCN10A",-3.30092416334082e-06,9.8663768710594e-08,1.26193262985907e-05,3.10939253722609e-06
"SDHAP2",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"CDH18",-1.98505986190867e-05,-1.74185115611181e-05,-3.46605111190001e-06,1.42357785080094e-05
"COL27A1",-6.35853530184249e-06,1.59261307999259e-05,-2.29130091611296e-06,8.83054383393755e-07
"PTPN14",3.02447028843744e-06,4.63784317616955e-06,5.76098545934656e-06,-5.42331827091402e-06
"MGAT4C",-6.33250920145656e-06,-6.2535036704503e-06,1.02991361927707e-05,-1.08159724732104e-06
"CELSR3",-8.44300029712031e-06,-2.36311643675435e-06,9.99373878585175e-06,-1.05175085991505e-05
"ABLIM3",-1.01876748885843e-05,-7.67348592489725e-06,2.92564209303237e-06,1.3051045471002e-06
"PKHD1",-3.48367684637196e-05,-5.47025047126226e-05,-8.10328037914587e-06,-8.15682506072335e-06
"CDK13",-5.19766263096244e-06,1.14448346266727e-06,7.10485619492829e-06,-2.53083931056608e-06
"CREBBP",-2.46231502387673e-05,-2.32569873332977e-05,-1.89454895007657e-05,-7.4736749411386e-06
"PSG8",-2.09911158890463e-05,-2.81582433672156e-05,-7.18168757884996e-06,1.03941601992119e-05
"DYSF",-1.13261239675921e-05,1.11875388029148e-05,5.81802987653646e-06,1.37758399887389e-06
"DPP10",-8.78737955645192e-06,-1.79201560968067e-05,-1.02495801002078e-06,3.65791333933885e-06
"RBM47",-6.22308743913891e-06,-4.20409878643113e-06,2.60351635006373e-06,2.02226715373399e-06
"SULT1B1",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"AFM",-5.82274878979661e-06,-2.01547391043277e-06,7.75731132307556e-06,5.15168767378782e-06
"KIAA1244",-6.98504845786374e-06,-8.89588409336284e-06,-1.60025847435463e-05,-1.12613552119001e-05
"GRM8",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"BCL11A",-1.02533367680735e-05,-2.83149020106066e-05,-3.11597455038282e-06,-4.2162637328147e-06
"BSN",4.51457253802801e-07,-7.54805387259694e-06,7.61948649596889e-06,4.17071851188666e-06
"SHROOM3",-3.80175788450288e-06,4.35347055827151e-06,9.99447001959197e-06,1.07175355879008e-06
"FOXP2",7.09658024788951e-07,-1.65924866450951e-05,1.24600373965222e-05,8.71844986249926e-06
"WNT2",-6.2072590480966e-06,-1.57190461322898e-05,2.57068745668221e-06,7.88556098996196e-06
"ZDBF2",-5.45002012586338e-06,-1.3528691852116e-05,4.84743804918253e-06,5.09396159031894e-07
"PCSK2",-6.66368532620254e-06,1.38939858516096e-05,-9.98578343569534e-06,-2.89116110252507e-06
"TNXB",9.42691622185521e-06,-2.9386387723207e-06,7.07973003954976e-06,7.58887068741387e-08
"AK7",-1.58735383593012e-05,-9.01393923413707e-06,1.33044031827012e-05,2.95942663797177e-06
"PRDM9",-9.06361856323201e-06,-1.96274395420915e-05,1.43590468724142e-05,3.2844986890268e-06
"PKHD1L1",7.70499070767983e-07,8.93343803909374e-06,5.12547148900921e-06,6.99624024491641e-06
"MACF1",-1.35082291308208e-05,-4.23849996877834e-05,2.46847037033149e-07,-1.33041930894251e-05
"LYST",-5.20657840752392e-06,-1.19116666610353e-05,-9.20166712603532e-06,-4.03824014938436e-06
"MUC2",6.59799297864083e-06,1.02515796243097e-05,-7.14712587068789e-05,-1.57189333549468e-05
"GOLGA8DP",-1.99444202735322e-05,-3.57280114258174e-05,-1.71953743119957e-05,-3.63527510671702e-06
"LOC645752",-1.94214062503306e-05,-3.03401975543238e-05,-1.41510863613803e-05,4.53472466688254e-06
"SCN7A",-8.21932826511329e-06,-2.47614807449281e-05,-6.13784186498378e-06,-3.31286287291732e-06
"DCHS2",-2.51033725362504e-05,-4.89204248879105e-05,-1.32366549223661e-05,-2.35609809351445e-06
"SLC6A19",-7.06285300111631e-06,-1.24567059174296e-05,-2.33252703765174e-05,3.00516057905043e-06
"MAGEA6",-6.98582016411819e-06,-2.52038789767539e-05,-9.16756926017115e-06,3.96500445276615e-06
"HIVEP3",3.42396356245445e-06,5.79352354179719e-06,2.40759000007529e-05,1.09537941170856e-05
"MYH7B",7.77449713496026e-07,1.91064032151189e-06,-5.42760199095937e-06,1.27356779557886e-05
"SCN2A",8.63580953591736e-06,2.53090765909292e-05,-9.94371657725424e-06,8.77145976119209e-06
"SLC4A7",4.51453252026113e-06,7.72249040892348e-06,3.83291489924886e-06,1.21366826988378e-06
"RPL5",-6.1691180235357e-06,-1.06796351246885e-05,-4.16684770243592e-06,-3.89797378375079e-06
"MYO3A",1.52841730596265e-05,6.81636038279976e-06,2.96555549539335e-06,-3.7617971884174e-06
"TEAD1",5.10849758939003e-06,6.66113101033261e-06,-6.51902473691734e-06,3.45446721894405e-07
"OR5M3",-4.17952333009453e-06,-6.07039510214236e-06,6.77670095683425e-06,9.01563998922938e-06
"FAT3",4.04454749514116e-06,-1.01427558547584e-05,2.60519004768867e-06,-6.18013973507914e-06
"EXPH5",1.68561246027821e-06,-2.97935985145159e-05,3.1487757951254e-05,-6.75614683132153e-06
"ZNF814",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"SLC9A4",-4.61084755443153e-06,-1.42538847285323e-05,4.88769364892505e-06,8.81231244420633e-06
"EPHA5",6.70121517032385e-06,8.0467643783777e-06,-3.59910018232767e-06,1.16730871013715e-05
"FGA",-1.18656917038606e-05,-5.18441083841026e-06,-9.74010799836833e-06,-7.95218147686683e-06
"ADAMTS2",-4.26318274548976e-06,1.19342121251975e-05,2.29358556680381e-06,-3.09054280478449e-06
"TREML2",3.70498037227662e-06,1.78119262272958e-05,-8.08484765002504e-06,7.70866222410405e-07
"BRAF",-1.93291489267722e-05,-3.33568164023745e-06,1.91747676581144e-06,-1.36926587401831e-06
"USP9X",1.44283958434244e-05,4.29587225880823e-06,-1.99999194592237e-05,-7.40153745937278e-06
"SPAG17",-3.76405841961969e-05,-2.83671779470751e-05,-3.04769419017248e-05,-1.31408171455405e-07
"HMCN1",-1.54194799506513e-06,-2.50446578320407e-06,-2.43591875914717e-06,5.3633871175407e-06
"OR8K3",-5.56140685148421e-06,-1.33266048578662e-05,-1.50161386045511e-05,-4.51479263574583e-06
"TRHDE",-3.95892038795864e-06,-1.39173089337419e-05,-1.28152005345328e-05,-4.91822390813468e-07
"FLT3",-5.8423402151675e-06,-1.48805356730008e-05,-1.5385508959298e-05,2.37296899285866e-06
"REXO1",2.73031105280097e-06,1.95746861209045e-06,4.80065955343889e-06,4.37443532064208e-06
"KIAA1109",-3.37940059580433e-06,5.46077785656962e-07,-2.14462238545821e-06,-1.61938351084245e-05
"MXRA5",-3.78239883502829e-06,-1.21544089779491e-05,-1.44778096000664e-05,4.46274498244748e-06
"MAGEB1",2.58456367419058e-07,-8.95000084710773e-06,4.6355585254787e-06,4.4480580072559e-06
"SLC6A14",-4.26318274548976e-06,1.19342121251975e-05,2.29358556680381e-06,-3.09054280478449e-06
"DSG4",-1.51583672050037e-05,-8.25958250061376e-06,-3.20770777761936e-06,1.83313602519775e-06
"CHD5",5.79019615543075e-06,4.18081253883429e-06,-1.15596594696399e-06,-5.64404490432935e-06
"WDR65",-5.23443713973393e-06,-1.92575635082903e-06,-1.03023626252252e-06,4.41565680375788e-06
"PTPRF",-3.90611921829986e-06,-1.59500268637203e-05,6.40938367268973e-07,8.54886457091197e-06
"ACSM2B",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"SCN9A",-5.985592451907e-06,-8.09317953098798e-06,8.19204526436579e-09,4.38651341028162e-06
"NDST4",-1.14900331027457e-05,-2.45390110649168e-05,-8.40168104332406e-06,8.55436974234181e-06
"ABCA13",-9.43503164307913e-06,-1.15140292109572e-05,3.04270160995657e-05,-2.20041556531214e-06
"TRPV6",-4.43838825958665e-06,-5.51104631085764e-06,-4.56826410299982e-06,8.32928890304174e-06
"HTR5A",-1.28789315567701e-05,-8.39225867821369e-06,6.95974904374452e-06,7.09616597305285e-06
"TEX15",-2.42913165493519e-06,-1.47013624882675e-05,3.34836840920616e-06,-7.2409065978718e-06
"HSD17B7P2",-1.16378696475294e-05,-3.13098898914177e-05,-8.74982833920512e-06,1.84174126616199e-07
"MUC5B",-8.09638913779054e-06,-1.62766518769786e-05,-1.42081644298742e-05,-6.45059344606125e-06
"NOX4",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"FBN1",3.52051324625791e-06,-2.41081233980367e-05,6.53849656373495e-06,3.15331749334291e-06
"PEG3",-9.65167964750435e-06,-2.38093489315361e-05,-4.60430527482458e-07,5.23283233633265e-06
"KDR",-9.34874151425902e-06,2.85381174762733e-05,-5.70834163227119e-06,9.15011605684413e-06
"MAGEB4",2.08672258850129e-06,1.30559092212934e-05,1.84225166321994e-06,4.60684077552287e-06
"USP11",6.93317406330607e-06,2.63052716036327e-05,-9.88151896308409e-07,1.26758504848112e-05
"MYH1",3.84948589271517e-06,5.77759647057974e-06,-1.14939084596699e-05,3.07983373204479e-06
"NLRP5",-9.79292508418439e-06,-1.49070374391158e-05,-8.18954777059844e-06,-2.7142166345584e-06
"TNRC6A",1.74472052094643e-06,1.42369426612277e-05,3.58874194716918e-06,1.51944914250635e-06
"MACC1",-9.00118448043941e-06,-2.16853113670368e-05,7.09820642441628e-06,1.05870158222388e-05
"SH2D3C",-4.76483393185845e-07,-9.79862761596451e-06,-5.70530346521991e-06,-4.31991975347046e-06
"SYCP1",6.3511752159684e-06,8.67706432927662e-07,1.17898916869308e-05,-1.13577812044241e-06
"NBEA",-2.86275167127314e-06,3.16527075483464e-06,-8.66069422045257e-06,-7.36896572561818e-06
"OTOA",-1.18029365694383e-05,1.69364520843374e-05,-5.01152590004494e-06,-7.56035979065928e-06
"UNC45B",4.66359006168204e-06,5.23075050296029e-06,-1.62579181051115e-05,2.96449934467091e-06
"UNC13A",-1.85608860192588e-06,2.89904187411594e-06,-2.55286158790113e-05,-7.00684313414968e-06
"KIAA1324L",5.40043538421742e-06,5.35517847310985e-06,-1.01607020042138e-06,-6.78965625411365e-06
"PTPN11",-3.18272905133199e-05,5.73779334445135e-06,1.67724556376925e-05,4.62660545963445e-06
"OR10C1",-7.21164997230517e-06,-3.30488364852499e-05,4.38962661064579e-06,-1.92604170479171e-06
"SVEP1",-6.12488747719908e-06,-2.37602330344089e-06,1.05349073464822e-07,-3.77356343506108e-07
"TACR3",3.89753540730453e-06,4.06690014642663e-06,-6.40833650322747e-06,-3.60163471668784e-06
"KAT6B",5.62330342290807e-06,-7.75302112288045e-07,-6.2798586441204e-05,-1.28594747366151e-05
"RBBP6",1.00335057595657e-07,-6.08534219281864e-06,-1.10060900624376e-05,4.92902972837328e-06
"HEATR5A",-2.72728038908099e-06,-8.01251826487714e-06,-1.09593383967876e-05,-7.82819552114233e-06
"SPINT1",2.08672258850129e-06,1.30559092212934e-05,1.84225166321994e-06,4.60684077552287e-06
"MYH11",-8.99584028957179e-06,9.00080340215936e-06,-1.40864867717028e-05,-3.21246716339374e-06
"CDC27",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"CCDC158",2.29791180572647e-06,-1.24496627904591e-05,5.74676823816844e-06,-2.312441893082e-06
"PCDHA3",-6.56869133308646e-06,1.22831897897413e-05,1.98855695998645e-06,6.36330332781654e-06
"CXorf22",-7.16329577699071e-06,-2.81759257632075e-05,-2.20463803657367e-07,1.44712457768037e-05
"C8B",-6.12828034718405e-06,-9.92559580481611e-06,-5.75125795876374e-06,3.52975348505424e-06
"TDG",-1.05339577203267e-05,1.10646733446629e-05,1.37865945362137e-05,-9.093873245547e-07
"SYT16",-5.00435862704762e-06,-7.2859197643993e-06,-6.31306147624855e-06,3.44915110872535e-06
"DNAH2",-1.47214122989681e-05,-1.12267580334446e-05,-1.59592673298903e-05,-4.5121059883968e-06
"MYH13",-1.06175248220097e-05,-1.12683446786832e-05,7.42641486795037e-06,-9.74455929281248e-07
"DSC2",3.23974813909444e-06,6.57196039810515e-07,-7.50856543163536e-06,-3.75401486962801e-06
"MYO9B",-1.24177740872256e-05,-7.9392384577659e-06,-8.13343103800435e-06,-7.98276414570864e-06
"CAD",3.58869692718145e-06,1.78260743268766e-05,-2.23273559640802e-06,9.47652381455555e-07
"YSK4",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"FGD5",-1.42267181217903e-05,-2.37655763157818e-06,-1.62368942255853e-05,1.17554884582205e-06
"FAM71B",-1.94425192603376e-05,2.38995744439308e-05,-2.74983403869555e-06,1.25470542116091e-05
"MDC1",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"C6orf170",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"CALCR",-1.19676769827493e-05,-1.91877497854875e-05,-1.30962198454654e-05,-4.94568098474701e-07
"ACACA",4.44176885139314e-06,-2.38158099818975e-06,1.31802053147112e-05,-4.94976075060549e-06
"SCN1A",-1.29630416267901e-05,-1.71328847500263e-05,1.31720489662257e-05,-2.97475963861871e-07
"CDH23",-2.8047622890881e-06,1.59096998686437e-05,-6.15112367086112e-06,5.92634114582324e-06
"LRP1",-5.31505884282524e-06,-3.58099532604683e-05,1.49232050716819e-06,-2.08361007025815e-06
"EPB41L3",-8.42298686620779e-06,1.85862827493111e-05,2.73825344265788e-06,5.25712766830111e-06
"PSD4",-1.2369969226711e-05,-1.19726144021115e-06,-3.59800492333306e-06,8.20341847429518e-06
"MYO15A",-2.79194154018114e-07,-1.36437208198004e-07,-2.5989949790528e-05,8.76982767294976e-07
"NBEAL2",-3.20964659294987e-06,-1.62239175551804e-05,2.46415334004269e-06,-3.31625119542878e-06
"RGS12",1.07669109183917e-06,5.77727359996061e-06,3.53190534951864e-06,1.81927180165076e-06
"CDH9",-5.0484636631154e-06,-6.88101499690674e-06,-5.99355644226307e-06,9.85871224656876e-07
"CARD11",-3.2729276426835e-05,-4.55637600680348e-05,-3.23685817420483e-05,1.84135387826245e-06
"TIE1",-9.64835817285348e-06,8.23782283987384e-06,3.71201281268441e-06,-2.18442323784984e-06
"TGM3",-1.13925598270725e-05,3.34612263941381e-06,-8.49715070216917e-06,2.97493755851974e-07
"PREX1",-4.09940957979416e-06,-1.15438451757655e-05,-3.95537108488497e-06,5.65570189792197e-06
"PRIC285",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"MYO18B",-4.26318274548976e-06,1.19342121251975e-05,2.29358556680381e-06,-3.09054280478449e-06
"CNTN6",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"RGNEF",-5.49544893146958e-06,9.20352886168985e-06,1.34360550418933e-06,-3.65265077562071e-06
"SYNJ2",5.95493884247844e-06,8.86143334355438e-06,1.07054847831023e-06,4.85865984956035e-06
"SPAM1",1.59832120516512e-06,8.62359593156725e-06,1.32618890802405e-06,-3.3397830065951e-06
"MYH8",-1.1193183127034e-05,-2.98223876598058e-05,-6.13566999163595e-06,4.25163852924015e-06
"ODZ4",-1.22927503980463e-05,-1.91848121176008e-05,-9.82433539320482e-06,8.20020704850322e-06
"DUOX2",1.59151329626184e-06,1.32756686070934e-05,-9.71455051512748e-07,-3.47262903233059e-06
"CNOT1",4.50558945885859e-06,1.15967759484192e-05,8.39723088574829e-06,-9.1774436441483e-06
"MYH4",9.10718517843634e-06,1.32720806504949e-05,-5.39597840543138e-06,-6.63736682326999e-06
"DNAH9",2.91223113890737e-06,2.41813595494023e-05,-3.98703286919044e-06,1.75226443843712e-06
"SETBP1",-4.65096672996879e-06,-8.82530548551586e-06,-4.13760562878451e-06,3.84369650419103e-06
"CYP4F12",-3.37860592480865e-06,-2.16036150959553e-05,-4.10513484894182e-06,1.10160397071013e-06
"TMPRSS6",-2.20851852645865e-05,-4.0374889067607e-05,-1.47064756674808e-05,6.19767070020316e-06
"CP",4.14127453041147e-06,-8.15775547380326e-06,-2.04170328288455e-06,-2.98316194857762e-06
"SPEF2",-6.80167340760818e-06,-5.03274009133747e-07,-9.41999041970121e-06,-2.8237675451237e-06
"CFTR",-2.77147819360835e-06,-2.30285586440004e-05,-1.50273599501816e-05,1.2402259699229e-06
"FER1L6",-1.50969344758778e-05,5.01979411637876e-06,-3.10381210510968e-06,-5.61693104828009e-06
"ADARB2",8.29239581889851e-07,-2.98836639558431e-05,-3.40497967954434e-06,-4.15885233451263e-06
"OR5D14",-1.0841989706023e-06,-1.5216923202388e-05,-7.8304856288014e-06,2.40820440922107e-07
"GABRG2",3.89071374229388e-06,-7.85765587352216e-06,-1.48196966165415e-06,-3.20684989674191e-06
"CYP2C19",-6.04964725425816e-06,1.46011298056692e-05,-1.06554189187591e-05,-6.17588511886424e-06
"DCHS1",4.9376303650206e-06,3.02760508930078e-05,3.47469517691934e-06,-2.04329762709676e-06
"MSL3",-4.160424850852e-06,8.03449529485079e-06,-1.86483202924137e-06,1.12084535430768e-06
"DDX5",1.37938707212015e-06,-1.56527275976259e-05,-2.71031876764027e-05,-1.14732829388231e-05
"PROKR2",-2.01212351385038e-05,-2.82764540315839e-05,-3.6552308301907e-05,1.74183571743924e-06
"SLCO6A1",-1.87761488632532e-05,-6.92540697855293e-06,-8.62856722960714e-06,-3.11316512124904e-06
"TRPV5",-4.44041097580339e-06,-1.17566696644644e-05,-2.4146862415364e-05,-7.11025904820417e-06
"ATAD2",-5.37038340553408e-06,-4.76615787192713e-05,-1.4354448467202e-05,-6.30107069810038e-06
"USH2A",-3.22061678161845e-05,-6.70393944801617e-07,4.81891265735612e-06,-1.23182553579682e-05
"AICDA",-2.66553547589865e-06,-9.01071689440869e-06,-3.78727577299287e-06,-5.84142526349751e-07
"TCF12",1.13829173642443e-05,-1.35606796902721e-06,-5.00428723171353e-05,-4.11334167438326e-06
"WDR90",-6.6845204855781e-06,-8.09013454272645e-06,-5.00156829730258e-06,3.64082711712399e-06
"SIGLEC8",-6.10377401244477e-06,1.66422398706345e-06,3.81271902938352e-08,-3.50911886926042e-06
"COL3A1",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"ADAMTS12",-5.57218663743697e-06,9.64016294346948e-07,-4.16963348470745e-06,3.51280436916568e-06
"BEND2",7.5432903940964e-06,9.7536340035731e-06,-8.15940529719228e-06,-2.59161652138573e-06
"TMEM132D",-3.84377335649333e-06,-1.48232302308315e-05,3.01832051263773e-06,2.41155271396565e-06
"TANC2",2.73927503258165e-06,7.61609089749982e-06,-2.3016050363367e-06,-3.33505499838793e-06
"ZNF681",-2.08071378438035e-06,1.1757997526729e-05,-5.415174200607e-06,-7.02137594998931e-06
"FGG",-3.84341637982288e-06,-1.48068793350831e-05,2.24194172915304e-06,2.3851489459048e-06
"ANO4",3.9445197108634e-10,-6.433639732073e-10,7.74280140003469e-10,-1.62041102758081e-10
"LAMA1",-2.03083127416903e-05,-1.97742301679682e-05,-1.19899423225434e-05,-3.78360869035532e-06
"SERPINB7",-2.98026061500423e-05,-1.51383874253952e-05,-8.66013579070568e-06,-8.9875893536373e-06
"CD22",-1.75701516127447e-05,-4.85431291963323e-06,-7.03773139321129e-06,4.29778447141871e-06
"CHEK2",3.3895692013175e-06,-9.97666666080477e-06,1.76934793216788e-06,-3.099433342868e-06
"AHR",7.84705491696513e-08,1.88492776942439e-05,9.54800043473369e-07,-3.30929174197081e-06
"AGAP3",-1.92755123862298e-06,9.21219816518715e-06,-6.35496280665393e-06,-6.40699681753176e-06
"RUSC2",-7.14703719495446e-06,-7.72298062656773e-06,-2.53025482379599e-05,-4.15283284382895e-06
"MYOCD",-2.60714914475102e-05,5.84684926252521e-07,3.3446060569986e-06,5.97769940213766e-06
"WASH2P",-6.58182989354827e-06,-8.58635939948726e-06,2.55854911301867e-06,2.08538540391601e-06
"CARD6",-2.833160397131e-05,2.28770477406215e-06,1.73017087945482e-06,-6.28123052592855e-06
"HEATR7B2",-2.00566955754766e-05,-1.60122290253639e-05,-2.01159832613484e-06,5.00837131767184e-06
"PCDHGB3",-4.61787431049743e-06,-1.64341054187389e-05,-5.00837040817714e-06,-3.49040050195981e-07
"SLIT3",-5.46074033991317e-06,-6.85030863678548e-06,-3.55914630745247e-06,3.85682506021112e-06
"GRM6",-1.22971932796645e-05,-1.93750020116568e-05,-1.39643461807282e-05,6.63027867631172e-06
"KIAA1751",-6.1691180235357e-06,-1.06796351246885e-05,-4.16684770243592e-06,-3.89797378375079e-06
"HEPHL1",-1.13725136543508e-05,-2.12627528526355e-05,1.14756483071687e-06,-2.13098178392102e-06
"KRTAP4.11",-1.32696568471147e-05,-1.67775760928635e-05,2.56597013503779e-06,6.50885522190947e-06
